"model","distribution","sample_size","method","parameter","bias","variance","mse","rmse","successes","replicates","relative_efficiency","variance_reduction","bias_se","bias_ci_lower","bias_ci_upper","variance_se","variance_ci_lower","variance_ci_upper","mse_se","mse_ci_lower","mse_ci_upper","re_se","re_ci_lower","re_ci_upper"
"ARIMA(1,1,1)","Gamma",500,"PMM2","theta1",0.00346537162377543,0.0234517400592215,0.0234520229896828,0.153140533464145,2000,2000,1.47790056261717,29.1287078638184,0.00347311442069202,-0.00323241490374222,0.0104224239967251,0.000791200311599261,0.0219841634574946,0.0251479742739375,0.000804437019039195,0.0219280693715707,0.025165961615428,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"CSS","phi1",-0.0265761349278516,0.0227383555915311,0.0234332773614387,0.153079317222931,2000,2000,1,0,0.00326552573351564,-0.0327309399946593,-0.0202667180719937,0.00124278411225354,0.0207524754611682,0.0259497006949162,0.00136222534586355,0.0211134397426904,0.0264810339209719,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"CSS","theta1",0.0264906654384809,0.0276315026649901,0.0283194422690311,0.168283814637746,2000,2000,1,0,0.00372247458525472,0.0193147478783806,0.033600940146831,0.00118173891120239,0.0255960077617687,0.0302864520711624,0.0012304143106563,0.0260501560681266,0.0307810643535967,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"PMM2","phi1",0.00903538175801492,0.0163617073922844,0.0164351646621013,0.128199706170105,2000,2000,1.4258011917261,28.0435767378961,0.00281980139149207,0.00378626546917199,0.0149742048729207,0.000689509113866496,0.0151182895616963,0.0179022480646405,0.000670906559687553,0.0152631145689433,0.0178253301713588,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"PMM2","theta1",-0.0093008989139394,0.0203799633829386,0.0204562801218545,0.143025452706343,2000,2000,1.38438866208016,26.2437384241118,0.0031334668927735,-0.0154245746005577,-0.00306071153053795,0.000767976062736152,0.0189860845662905,0.021926416114598,0.000766290101620006,0.0189370331698808,0.0219731552508208,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"CSS","phi1",-0.0307632836488685,0.025299077128935,0.0262328072112312,0.161965450671528,2000,2000,1,0,0.0035629680194186,-0.0378199381100644,-0.0237811449829207,0.00125453537956475,0.0230272109496454,0.0279527052448752,0.0014441921478425,0.023417626097532,0.0291900324378457,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"CSS","theta1",0.0312775975694384,0.0307795202399129,0.0317424185895087,0.178164021591085,2000,2000,1,0,0.00416676686148359,0.0231857988724132,0.0398740818800134,0.00124462231797674,0.0286472647671542,0.0336017852721425,0.00138518877974952,0.0290530351152965,0.0346086825603304,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"PMM2","phi1",0.00598849784501876,0.0176970476112844,0.0177240611939185,0.133131743750011,2000,2000,1.48006751523924,30.048643588489,0.00300037675488551,-0.000145661765737187,0.0117445108422201,0.000702822828053988,0.0165650109587704,0.0192986915344419,0.000683573078264744,0.0163739323050166,0.0191124844980955,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"PMM2","theta1",-0.00518901459124778,0.0218122344552034,0.021828254210404,0.147743880449933,2000,2000,1.45418952352036,29.1339361848833,0.003393126242692,-0.0119657770196517,0.00154840759744394,0.000828617590420978,0.0203409522713616,0.0236218109709924,0.00085879770641735,0.0202429990802946,0.0234501524367209,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"CSS","phi1",-0.00266532634100286,0.0018447050879037,0.0018508866998638,0.0430219327769429,2000,2000,1,0,0.000928113366469481,-0.00451284525462703,-0.00078296104729598,6.20942538888061e-05,0.00173650166841984,0.00197388341132108,6.24590053476127e-05,0.00173219588246479,0.00198392972382249,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"CSS","phi2",-0.00285677729162,0.00192041593855774,0.00192761690708238,0.0439046342324176,2000,2000,1,0,0.000995047323331892,-0.00489192119321975,-0.000852146738951642,5.94458700528823e-05,0.00181256743928814,0.00205207981770158,6.00028641367464e-05,0.00180803026587427,0.00203734850177338,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"PMM2","phi1",5.93802047165189e-05,0.00114200863713235,0.00114144115882249,0.0337852210118935,2000,2000,1.62153492149623,38.0926173716955,0.000757510142490883,-0.00136273636549787,0.0015418539577881,3.97235579957184e-05,0.00107439963606926,0.00122916509647011,3.92408744062587e-05,0.00106379178118971,0.00122082112886036,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"PMM2","phi2",-0.00113262045610224,0.00118585483585332,0.00118654473753297,0.0344462586870181,2000,2000,1.6245631926953,38.2501044672691,0.000750864402897631,-0.00254778117727785,0.000370069878889799,3.77269347830528e-05,0.00111349921812332,0.00126532442621802,3.84767070445427e-05,0.00111018795038739,0.00126145415576173,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"M-EST","phi1",-0.00133450830898551,0.00153589473161603,0.00153690769667697,0.0392034143497345,2000,2000,1.20429268710521,16.7403645337478,0.000857288406918704,-0.00305713891377965,0.000283985302126583,5.4713733405855e-05,0.00143453292590618,0.00165194990768286,5.15890996055749e-05,0.00144013997459257,0.00163750178863836,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"M-EST","phi2",-0.00244995134583326,0.00160831117508259,0.001613509281092,0.0401685110639167,2000,2000,1.19467357868422,16.2519356983439,0.000875021819432797,-0.00413859611084629,-0.000697058027218673,5.05676100472572e-05,0.00150603884879717,0.00170602144020099,5.12929085462259e-05,0.00151348298989886,0.00172051275750603,NA,NA,NA
